900,2014,1,1,"Australian Grand Prix","2014-03-16","06:00:00","https://en.wikipedia.org/wiki/2014_Australian_Grand_Prix"
901,2014,2,2,"Malaysian Grand Prix","2014-03-30","08:00:00","https://en.wikipedia.org/wiki/2014_Malaysian_Grand_Prix"
902,2014,3,3,"Bahrain Grand Prix","2014-04-06","15:00:00","http://en.wikipedia.org/wiki/2014_Bahrain_Grand_Prix"
903,2014,4,17,"Chinese Grand Prix","2014-04-20","07:00:00","http://en.wikipedia.org/wiki/2014_Chinese_Grand_Prix"
904,2014,5,4,"Spanish Grand Prix","2014-05-11","12:00:00","http://en.wikipedia.org/wiki/2014_Spanish_Grand_Prix"
905,2014,6,6,"Monaco Grand Prix","2014-05-25","12:00:00","http://en.wikipedia.org/wiki/2014_Monaco_Grand_Prix"
906,2014,7,7,"Canadian Grand Prix","2014-06-08","18:00:00","http://en.wikipedia.org/wiki/2014_Canadian_Grand_Prix"
907,2014,8,70,"Austrian Grand Prix","2014-06-22","12:00:00","http://en.wikipedia.org/wiki/2014_Austrian_Grand_Prix"
908,2014,9,9,"British Grand Prix","2014-07-06","12:00:00","http://en.wikipedia.org/wiki/2014_British_Grand_Prix"
909,2014,10,10,"German Grand Prix","2014-07-20","12:00:00","http://en.wikipedia.org/wiki/2014_German_Grand_Prixs"
910,2014,11,11,"Hungarian Grand Prix","2014-07-27","12:00:00","http://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix"
911,2014,12,13,"Belgian Grand Prix","2014-08-24","12:00:00","http://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix"
912,2014,13,14,"Italian Grand Prix","2014-09-07","12:00:00","http://en.wikipedia.org/wiki/2014_Italian_Grand_Prix"
913,2014,14,15,"Singapore Grand Prix","2014-09-21","12:00:00","http://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix"
914,2014,15,22,"Japanese Grand Prix","2014-10-05","06:00:00","http://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix"
915,2014,16,71,"Russian Grand Prix","2014-10-12","11:00:00","http://en.wikipedia.org/wiki/2014_Russian_Grand_Prix"
916,2014,17,69,"United States Grand Prix","2014-11-02","20:00:00","http://en.wikipedia.org/wiki/2014_United_States_Grand_Prix"
917,2014,18,18,"Brazilian Grand Prix","2014-11-09","16:00:00","http://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix"
918,2014,19,24,"Abu Dhabi Grand Prix","2014-11-23","13:00:00","http://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix"
931,2015,6,6,"Monaco Grand Prix","2015-05-24","12:00:00","http://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix"
932,2015,7,7,"Canadian Grand Prix","2015-06-07","18:00:00","http://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix"
929,2015,4,3,"Bahrain Grand Prix","2015-04-19","15:00:00","http://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix"
930,2015,5,4,"Spanish Grand Prix","2015-05-10","12:00:00","http://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix"
928,2015,3,17,"Chinese Grand Prix","2015-04-12","06:00:00","http://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix"
926,2015,1,1,"Australian Grand Prix","2015-03-15","05:00:00","http://en.wikipedia.org/wiki/2015_Australian_Grand_Prix"
927,2015,2,2,"Malaysian Grand Prix","2015-03-29","07:00:00","http://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix"
933,2015,8,70,"Austrian Grand Prix","2015-06-21","12:00:00","http://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix"
934,2015,9,9,"British Grand Prix","2015-07-05","12:00:00","http://en.wikipedia.org/wiki/2015_British_Grand_Prix"
936,2015,10,11,"Hungarian Grand Prix","2015-07-26","12:00:00","http://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix"
937,2015,11,13,"Belgian Grand Prix","2015-08-23","12:00:00","http://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix"
938,2015,12,14,"Italian Grand Prix","2015-09-06","12:00:00","http://en.wikipedia.org/wiki/2015_Italian_Grand_Prix"
939,2015,13,15,"Singapore Grand Prix","2015-09-20","12:00:00","https://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix"
940,2015,14,22,"Japanese Grand Prix","2015-09-27","05:00:00","https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix"
941,2015,15,71,"Russian Grand Prix","2015-10-11","11:00:00","https://en.wikipedia.org/wiki/2015_Russian_Grand_Prix"
942,2015,16,69,"United States Grand Prix","2015-10-25","19:00:00","https://en.wikipedia.org/wiki/2015_United_States_Grand_Prix"
943,2015,17,32,"Mexican Grand Prix","2015-11-01","19:00:00","https://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix"
944,2015,18,18,"Brazilian Grand Prix","2015-11-15","16:00:00","https://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix"
945,2015,19,24,"Abu Dhabi Grand Prix","2015-11-29","13:00:00","https://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix"
948,2016,1,1,"Australian Grand Prix","2016-03-20","05:00:00","https://en.wikipedia.org/wiki/2016_Australian_Grand_Prix"
949,2016,2,3,"Bahrain Grand Prix","2016-04-03","15:00:00","https://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix"
950,2016,3,17,"Chinese Grand Prix","2016-04-17","06:00:00","https://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix"
951,2016,4,71,"Russian Grand Prix","2016-05-01","12:00:00","https://en.wikipedia.org/wiki/2016_Russian_Grand_Prix"
952,2016,5,4,"Spanish Grand Prix","2016-05-15","12:00:00","https://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix"
953,2016,6,6,"Monaco Grand Prix","2016-05-29","12:00:00","https://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix"
954,2016,7,7,"Canadian Grand Prix","2016-06-12","18:00:00","https://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix"
955,2016,8,73,"European Grand Prix","2016-06-19","13:00:00","https://en.wikipedia.org/wiki/2016_European_Grand_Prix"
956,2016,9,70,"Austrian Grand Prix","2016-07-03","12:00:00","https://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix"
957,2016,10,9,"British Grand Prix","2016-07-10","12:00:00","https://en.wikipedia.org/wiki/2016_British_Grand_Prix"
958,2016,11,11,"Hungarian Grand Prix","2016-07-24","12:00:00","https://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix"
959,2016,12,10,"German Grand Prix","2016-07-31","12:00:00","https://en.wikipedia.org/wiki/2016_German_Grand_Prix"
960,2016,13,13,"Belgian Grand Prix","2016-08-28","12:00:00","https://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix"
961,2016,14,14,"Italian Grand Prix","2016-09-04","12:00:00","https://en.wikipedia.org/wiki/2016_Italian_Grand_Prix"
962,2016,15,15,"Singapore Grand Prix","2016-09-18","12:00:00","https://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix"
963,2016,16,2,"Malaysian Grand Prix","2016-10-02","07:00:00","https://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix"
964,2016,17,22,"Japanese Grand Prix","2016-10-09","05:00:00","https://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix"
965,2016,18,69,"United States Grand Prix","2016-10-23","19:00:00","https://en.wikipedia.org/wiki/2016_United_States_Grand_Prix"
966,2016,19,32,"Mexican Grand Prix","2016-10-30","19:00:00","https://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix"
967,2016,20,18,"Brazilian Grand Prix","2016-11-13","16:00:00","https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix"
968,2016,21,24,"Abu Dhabi Grand Prix","2016-11-27","13:00:00","https://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix"
969,2017,1,1,"Australian Grand Prix","2017-03-26","05:00:00","https://en.wikipedia.org/wiki/2017_Australian_Grand_Prix"
970,2017,2,17,"Chinese Grand Prix","2017-04-09","06:00:00","https://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix"
971,2017,3,3,"Bahrain Grand Prix","2017-04-16","15:00:00","https://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix"
972,2017,4,71,"Russian Grand Prix","2017-04-30","12:00:00","https://en.wikipedia.org/wiki/2017_Russian_Grand_Prix"
973,2017,5,4,"Spanish Grand Prix","2017-05-14","12:00:00","https://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix"
974,2017,6,6,"Monaco Grand Prix","2017-05-28","12:00:00","https://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix"
975,2017,7,7,"Canadian Grand Prix","2017-06-11","18:00:00","https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix"
976,2017,8,73,"Azerbaijan Grand Prix","2017-06-25","13:00:00","https://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix"
977,2017,9,70,"Austrian Grand Prix","2017-07-09","12:00:00","https://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix"
978,2017,10,9,"British Grand Prix","2017-07-16","12:00:00","https://en.wikipedia.org/wiki/2017_British_Grand_Prix"
979,2017,11,11,"Hungarian Grand Prix","2017-07-30","12:00:00","https://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix"
