22130,900,3,131,6,3,1,"1",1,25,57,"1:32:58.710",5578710,19,1,"1:32.478","206.436",1
22131,900,825,1,20,4,2,"2",2,18,57,"+26.777",5605487,49,6,"1:33.066","205.131",1
22132,900,18,1,22,10,3,"3",3,15,57,"+30.027",5608737,39,5,"1:32.917","205.460",1
22133,900,4,6,14,5,4,"4",4,12,57,"+35.284",5613994,57,7,"1:33.186","204.867",1
22134,900,822,3,77,15,5,"5",5,10,57,"+47.639",5626349,56,3,"1:32.616","206.128",1
22135,900,807,10,27,7,6,"6",6,8,57,"+50.718",5629428,56,2,"1:32.568","206.235",1
22136,900,8,6,7,11,7,"7",7,6,57,"+57.675",5636385,56,8,"1:33.210","204.814",1
22137,900,818,5,25,6,8,"8",8,4,57,"+1:00.441",5639151,56,10,"1:33.691","203.763",1
22138,900,826,5,26,8,9,"9",9,2,57,"+1:03.585",5642295,35,11,"1:33.864","203.387",1
22139,900,815,10,11,16,10,"10",10,1,57,"+1:25.916",5664626,38,4,"1:32.634","206.088",1
22140,900,16,15,99,13,11,"11",11,0,56,\N,\N,34,9,"1:33.366","204.472",11
22141,900,821,15,21,20,12,"12",12,0,56,\N,\N,41,13,"1:34.564","201.882",11
22142,900,820,206,4,17,13,"13",13,0,55,\N,\N,33,12,"1:34.202","202.658",12
22143,900,824,206,17,18,\N,"N",14,0,49,\N,\N,55,16,"1:35.635","199.621",18
22144,900,154,208,8,22,\N,"R",15,0,43,\N,\N,41,15,"1:35.281","200.363",132
22145,900,813,208,13,21,\N,"R",16,0,29,\N,\N,30,14,"1:34.766","201.451",132
22146,900,828,207,9,19,\N,"R",17,0,27,\N,\N,17,18,"1:37.332","196.141",51
22147,900,20,9,1,12,\N,"R",18,0,3,\N,\N,26,17,"1:37.064","196.682",5
22148,900,1,131,44,1,\N,"R",19,0,2,\N,\N,2,20,"1:49.947","173.636",5
22149,900,13,3,19,9,\N,"R",20,0,0,\N,\N,2,19,"1:40.287","190.361",4
22150,900,155,207,10,14,\N,"R",21,0,0,\N,\N,\N,0,\N,\N,4
22151,900,817,9,3,2,\N,"D",22,0,57,"+24.525",5603235,\N,0,\N,\N,2
22152,901,1,131,44,1,1,"1",1,25,56,"1:40:25.974",6025974,53,1,"1:43.066","193.611",1
22153,901,3,131,6,3,2,"2",2,18,56,"+17.313",6043287,55,2,"1:43.960","191.946",1
22154,901,20,9,1,2,3,"3",3,15,56,"+24.534",6050508,51,4,"1:44.289","191.341",1
22155,901,4,6,14,4,4,"4",4,12,56,"+35.992",6061966,47,3,"1:44.165","191.569",1
22156,901,807,10,27,7,5,"5",5,10,56,"+47.199",6073173,38,10,"1:45.982","188.284",1
22157,901,18,1,22,10,6,"6",6,8,56,"+1:23.691",6109665,47,11,"1:46.039","188.183",1
22158,901,13,3,19,13,7,"7",7,6,56,"+1:25.076",6111050,44,6,"1:44.897","190.232",1
